V1	V2.x	V3	V4	V5	grp	DUP	len
NC_021684.1	Gnomon	exon	12761430	12761545	7068	NO	115
NC_021684.1	Gnomon	intron	12761546	12762010	7069	NO	464
NC_021684.1	Gnomon	exon	12762011	12762130	7070	NO	119
NC_021684.1	Gnomon	intron	12762131	12762794	7071	NO	663
NC_021684.1	Gnomon	exon	12762795	12762902	7072	NO	107
NC_021684.1	Gnomon	intron	12762903	12763136	7073	NO	233
NC_021684.1	Gnomon	exon	12763137	12763288	7074	NO	151
NC_021684.1	Gnomon	intron	12763289	12765888	7075	NO	2599
NC_021684.1	Gnomon	exon	12765889	12766051	7076	NO	162
NC_021684.1	Gnomon	intron	12766052	12767203	7077	NO	1151
NC_021684.1	Gnomon	exon	12767204	12767487	7078	NO	283
NC_021684.1	Gnomon	intron	12767488	12768157	7079	NO	669
NC_021684.1	Gnomon	exon	12768158	12768455	7080	NO	297
NC_021684.1	Gnomon	intron	12768456	12768512	7081	NO	56
NC_021684.1	Gnomon	exon	12768513	12768623	7082	NO	110
NC_021696.1	Gnomon	non_coding	12768624	12773721	NA	NA	5097
NC_021684.1	Gnomon	exon	12773722	12774438	7084	NO	716
NC_021684.1	Gnomon	intron	12774439	12775574	7085	NO	1135
NC_021684.1	Gnomon	exon	12775575	12775731	7086	NO	156
NC_021684.1	Gnomon	intron	12775732	12778757	7087	NO	3025
NC_021684.1	Gnomon	exon	12778758	12778932	7088	NO	174
NC_021684.1	Gnomon	intron	12778933	12788463	7089	NO	9530
NC_021684.1	Gnomon	exon	12788464	12789277	7090	NO	813
NC_021696.1	Gnomon	non_coding	12789278	12804853	NA	NA	15575
NC_021684.1	Gnomon	exon	12804854	12805177	7092	NO	323
NC_021684.1	Gnomon	intron	12805178	12805375	7093	NO	197
NC_021684.1	Gnomon	exon	12805376	12805502	7094	NO	126
NC_021684.1	Gnomon	intron	12805503	12805634	7095	NO	131
NC_021684.1	Gnomon	exon	12805635	12805719	7096	NO	84
NC_021684.1	Gnomon	intron	12805720	12806681	7097	NO	961
NC_021684.1	Gnomon	exon	12806682	12806732	7098	NO	50
NC_021684.1	Gnomon	intron	12806733	12807096	7099	NO	363
NC_021684.1	Gnomon	exon	12807097	12807155	7100	NO	58
NC_021684.1	Gnomon	intron	12807156	12807406	7101	NO	250
NC_021684.1	Gnomon	exon	12807407	12807530	7102	NO	123
NC_021684.1	Gnomon	intron	12807531	12808060	7103	NO	529
NC_021684.1	Gnomon	exon	12808061	12808081	7104	NO	20
NC_021684.1	Gnomon	intron	12808082	12808392	7105	NO	310
NC_021684.1	Gnomon	exon	12808393	12808500	7106	NO	107
NC_021684.1	Gnomon	intron	12808501	12809203	7107	NO	702
NC_021684.1	Gnomon	exon	12809204	12809268	7108	NO	64
NC_021684.1	Gnomon	intron	12809269	12809964	7109	NO	695
NC_021684.1	Gnomon	exon	12809965	12810042	7110	NO	77
NC_021696.1	Gnomon	non_coding	12810043	12831228	NA	NA	21185
NC_021684.1	Gnomon	exon	12831229	12831360	7112	NO	131
NC_021684.1	Gnomon	intron	12831361	12831392	7113	NO	31
NC_021684.1	Gnomon	exon	12831393	12831408	7114	NO	15
NC_021684.1	Gnomon	intron	12831409	12833231	7115	NO	1822
NC_021684.1	Gnomon	exon	12833232	12833699	7116	NO	467
NC_021684.1	Gnomon	intron	12833700	12835140	7117	NO	1440
NC_021684.1	Gnomon	exon	12835141	12835232	7118	NO	91
NC_021684.1	Gnomon	intron	12835233	12848037	7119	NO	12804
NC_021684.1	Gnomon	exon	12848038	12848099	7120	NO	61
NC_021684.1	Gnomon	intron	12848100	12854432	7121	NO	6332
NC_021684.1	Gnomon	exon	12854433	12854639	7122	NO	206
NC_021684.1	Gnomon	intron	12854640	12858623	7123	NO	3983
NC_021684.1	Gnomon	exon	12858624	12859037	7124	NO	413
NC_021684.1	Gnomon	intron	12859038	12860776	7125	NO	1738
NC_021684.1	Gnomon	exon	12860777	12861108	7126	NO	331
NC_021684.1	Gnomon	intron	12861109	12865604	7127	NO	4495
NC_021684.1	Gnomon	exon	12865605	12865751	7128	NO	146
NC_021684.1	Gnomon	intron	12865752	12866278	7129	NO	526
NC_021684.1	Gnomon	exon	12866279	12866453	7130	NO	174
NC_021684.1	Gnomon	intron	12866454	12867599	7131	NO	1145
NC_021684.1	Gnomon	exon	12867600	12867736	7132	NO	136
NC_021684.1	Gnomon	intron	12867737	12870558	7133	NO	2821
NC_021684.1	Gnomon	exon	12870559	12870717	7134	NO	158
NC_021684.1	Gnomon	intron	12870718	12874387	7135	NO	3669
NC_021684.1	Gnomon	exon	12874388	12874544	7136	NO	156
NC_021684.1	Gnomon	intron	12874545	12876032	7137	NO	1487
NC_021684.1	Gnomon	exon	12876033	12876147	7138	NO	114
NC_021684.1	Gnomon	intron	12876148	12886135	7139	NO	9987
NC_021684.1	Gnomon	exon	12886136	12886208	7140	NO	72
NC_021684.1	Gnomon	intron	12886209	12888212	7141	NO	2003
NC_021684.1	Gnomon	exon	12888213	12888306	7142	NO	93
NC_021684.1	Gnomon	intron	12888307	12888784	7143	NO	477
NC_021684.1	Gnomon	exon	12888785	12888874	7144	NO	89
NC_021684.1	Gnomon	intron	12888875	12891069	7145	NO	2194
NC_021684.1	Gnomon	exon	12891070	12891156	7146	NO	86
NC_021684.1	Gnomon	intron	12891157	12893798	7147	NO	2641
NC_021684.1	Gnomon	exon	12893799	12893873	7148	NO	74
NC_021684.1	Gnomon	intron	12893874	12894734	7149	NO	860
NC_021684.1	Gnomon	exon	12894735	12894938	7150	NO	203
NC_021684.1	Gnomon	intron	12894939	12895321	7151	NO	382
NC_021684.1	Gnomon	exon	12895322	12895679	7152	NO	357
NC_021696.1	Gnomon	non_coding	12895680	13149783	NA	NA	254103
NC_021684.1	Gnomon	exon	13149784	13150104	7154	NO	320
NC_021684.1	Gnomon	intron	13150105	13157485	7155	NO	7380
NC_021684.1	Gnomon	exon	13157486	13157589	7156	NO	103
NC_021684.1	Gnomon	intron	13157590	13235044	7157	NO	77454
NC_021684.1	Gnomon	exon	13235045	13235113	7158	NO	68
NC_021684.1	Gnomon	intron	13235114	13292515	7159	NO	57401
NC_021684.1	Gnomon	exon	13292516	13292545	7160	NO	29
NC_021684.1	Gnomon	intron	13292546	13293420	7161	NO	874
NC_021684.1	Gnomon	exon	13293421	13293566	7162	NO	145
NC_021684.1	Gnomon	intron	13293567	13560974	7163	NO	267407
NC_021684.1	Gnomon	exon	13560975	13561095	7164	NO	120
NC_021684.1	Gnomon	intron	13561096	13613819	7165	NO	52723
NC_021684.1	Gnomon	exon	13613820	13613863	7166	NO	43
NC_021684.1	Gnomon	intron	13613864	13633797	7167	NO	19933
NC_021684.1	Gnomon	exon	13633798	13633856	7168	NO	58
NC_021696.1	Gnomon	non_coding	13633857	13760297	NA	NA	126440
NC_021684.1	Gnomon	exon	13760298	13760459	7170	NO	161
NC_021684.1	Gnomon	intron	13760460	13855157	7171	NO	94697
NC_021684.1	Gnomon	exon	13855158	13855262	7172	NO	104
NC_021684.1	Gnomon	intron	13855263	13980279	7173	NO	125016
NC_021684.1	Gnomon	exon	13980280	13980459	7174	NO	179
NC_021684.1	Gnomon	intron	13980460	13986221	7175	NO	5761
NC_021684.1	Gnomon	exon	13986222	13986370	7176	NO	148
NC_021684.1	Gnomon	intron	13986371	14030421	7177	NO	44050
NC_021684.1	Gnomon	exon	14030422	14030517	7178	NO	95
NC_021684.1	Gnomon	intron	14030518	14056441	7179	NO	25923
NC_021684.1	Gnomon	exon	14056442	14056508	7180	NO	66
NC_021684.1	Gnomon	intron	14056509	14068754	7181	NO	12245
NC_021684.1	Gnomon	exon	14068755	14068912	7182	NO	157
NC_021684.1	Gnomon	intron	14068913	14073070	7183	NO	4157
NC_021684.1	Gnomon	exon	14073071	14073263	7184	NO	192
NC_021684.1	Gnomon	intron	14073264	14087350	7185	NO	14086
NC_021684.1	Gnomon	exon	14087351	14087535	7186	NO	184
NC_021684.1	Gnomon	intron	14087536	14089454	7187	NO	1918
NC_021684.1	Gnomon	exon	14089455	14089563	7188	NO	108
NC_021684.1	Gnomon	intron	14089564	14091281	7189	NO	1717
NC_021684.1	Gnomon	exon	14091282	14091331	7190	NO	49
NC_021684.1	Gnomon	intron	14091332	14093624	7191	NO	2292
NC_021684.1	Gnomon	exon	14093625	14094420	7192	NO	795
NC_021684.1	Gnomon	intron	14094421	14101229	7193	NO	6808
NC_021684.1	Gnomon	exon	14101230	14101362	7194	NO	132
NC_021684.1	Gnomon	intron	14101363	14128318	7195	NO	26955
NC_021684.1	Gnomon	exon	14128319	14128410	7196	NO	91
NC_021684.1	Gnomon	intron	14128411	14140644	7197	NO	12233
NC_021684.1	Gnomon	exon	14140645	14140736	7198	NO	91
NC_021684.1	Gnomon	intron	14140737	14150566	7199	NO	9829
NC_021684.1	Gnomon	exon	14150567	14150663	7200	NO	96
NC_021684.1	Gnomon	intron	14150664	14152281	7201	NO	1617
NC_021684.1	Gnomon	exon	14152282	14152364	7202	NO	82
NC_021684.1	Gnomon	intron	14152365	14152591	7203	NO	226
NC_021684.1	Gnomon	exon	14152592	14152726	7204	NO	134
NC_021684.1	Gnomon	intron	14152727	14152954	7205	NO	227
NC_021684.1	Gnomon	exon	14152955	14153089	7206	NO	134
NC_021684.1	Gnomon	intron	14153090	14153464	7207	NO	374
NC_021684.1	Gnomon	exon	14153465	14153637	7208	NO	172
NC_021684.1	Gnomon	intron	14153638	14153785	7209	NO	147
NC_021684.1	Gnomon	exon	14153786	14153921	7210	NO	135
NC_021684.1	Gnomon	intron	14153922	14154246	7211	NO	324
NC_021684.1	Gnomon	exon	14154247	14154393	7212	NO	146
NC_021684.1	Gnomon	intron	14154394	14156273	7213	NO	1879
NC_021684.1	Gnomon	exon	14156274	14156367	7214	NO	93
NC_021684.1	Gnomon	intron	14156368	14157628	7215	NO	1260
NC_021684.1	Gnomon	exon	14157629	14157705	7216	NO	76
NC_021684.1	Gnomon	intron	14157706	14158121	7217	NO	415
NC_021684.1	Gnomon	exon	14158122	14158250	7218	NO	128
NC_021684.1	Gnomon	intron	14158251	14160876	7219	NO	2625
NC_021684.1	Gnomon	exon	14160877	14161023	7220	NO	146
NC_021684.1	Gnomon	intron	14161024	14161743	7221	NO	719
NC_021684.1	Gnomon	exon	14161744	14161886	7222	NO	142
NC_021684.1	Gnomon	intron	14161887	14164933	7223	NO	3046
NC_021684.1	Gnomon	exon	14164934	14165069	7224	NO	135
NC_021684.1	Gnomon	intron	14165070	14166303	7225	NO	1233
NC_021684.1	Gnomon	exon	14166304	14171405	7226	NO	5101
NC_021696.1	Gnomon	non_coding	14171406	14191894	NA	NA	20488
NC_021684.1	Gnomon	exon	14191895	14191953	7228	NO	58
NC_021684.1	Gnomon	intron	14191954	14192660	7229	NO	706
NC_021684.1	Gnomon	exon	14192661	14192784	7230	NO	123
NC_021684.1	Gnomon	intron	14192785	14198019	7231	NO	5234
NC_021684.1	Gnomon	exon	14198020	14198094	7232	NO	74
NC_021684.1	Gnomon	intron	14198095	14200641	7233	NO	2546
NC_021684.1	Gnomon	exon	14200642	14203571	7234	NO	2929
NC_021696.1	Gnomon	non_coding	14203572	14212786	NA	NA	9214
NC_021684.1	Gnomon	exon	14212787	14213458	7236	NO	671
NC_021684.1	Gnomon	intron	14213459	14213886	7237	NO	427
NC_021684.1	Gnomon	exon	14213887	14214019	7238	NO	132
NC_021684.1	Gnomon	intron	14214020	14214110	7239	NO	90
NC_021684.1	Gnomon	exon	14214111	14214245	7240	NO	134
NC_021684.1	Gnomon	intron	14214246	14214919	7241	NO	673
NC_021684.1	Gnomon	exon	14214920	14215355	7242	NO	435
NC_021684.1	Gnomon	intron	14215356	14215410	7243	NO	54
NC_021684.1	Gnomon	exon	14215411	14215633	7244	NO	222
NC_021684.1	Gnomon	intron	14215634	14216619	7245	NO	985
NC_021684.1	Gnomon	exon	14216620	14216996	7246	NO	376
NC_021696.1	Gnomon	non_coding	14216997	14229675	NA	NA	12678
NC_021684.1	Gnomon	exon	14229676	14230290	7248	NO	614
NC_021684.1	Gnomon	intron	14230291	14231961	7249	NO	1670
NC_021684.1	Gnomon	exon	14231962	14232066	7250	NO	104
NC_021684.1	Gnomon	intron	14232067	14252279	7251	NO	20212
NC_021684.1	Gnomon	exon	14252280	14252387	7252	NO	107
NC_021684.1	Gnomon	intron	14252388	14254999	7253	NO	2611
NC_021684.1	Gnomon	exon	14255000	14255032	7254	NO	32
NC_021684.1	Gnomon	intron	14255033	14260048	7255	NO	5015
NC_021684.1	Gnomon	exon	14260049	14260132	7256	NO	83
NC_021684.1	Gnomon	intron	14260133	14261191	7257	NO	1058
NC_021684.1	Gnomon	exon	14261192	14261266	7258	NO	74
NC_021684.1	Gnomon	intron	14261267	14264476	7259	NO	3209
NC_021684.1	Gnomon	exon	14264477	14264491	7260	NO	14
NC_021684.1	Gnomon	intron	14264492	14268692	7261	NO	4200
NC_021684.1	Gnomon	exon	14268693	14268840	7262	NO	147
NC_021684.1	Gnomon	intron	14268841	14271621	7263	NO	2780
NC_021684.1	Gnomon	exon	14271622	14271777	7264	NO	155
NC_021684.1	Gnomon	intron	14271778	14274830	7265	NO	3052
NC_021684.1	Gnomon	exon	14274831	14274977	7266	NO	146
NC_021684.1	Gnomon	intron	14274978	14281580	7267	NO	6602
NC_021684.1	Gnomon	exon	14281581	14281722	7268	NO	141
NC_021684.1	Gnomon	intron	14281723	14282720	7269	NO	997
NC_021684.1	Gnomon	exon	14282721	14282877	7270	NO	156
NC_021684.1	Gnomon	intron	14282878	14287139	7271	NO	4261
NC_021684.1	Gnomon	exon	14287140	14287148	7272	NO	8
NC_021684.1	Gnomon	intron	14287149	14288367	7273	NO	1218
NC_021684.1	Gnomon	exon	14288368	14288474	7274	NO	106
NC_021684.1	Gnomon	intron	14288475	14297258	7275	NO	8783
NC_021684.1	Gnomon	exon	14297259	14297276	7276	NO	17
NC_021684.1	Gnomon	intron	14297277	14298141	7277	NO	864
NC_021684.1	Gnomon	exon	14298142	14298210	7278	NO	68
NC_021684.1	Gnomon	intron	14298211	14300609	7279	NO	2398
NC_021684.1	Gnomon	exon	14300610	14300733	7280	NO	123
NC_021684.1	Gnomon	intron	14300734	14301480	7281	NO	746
NC_021684.1	Gnomon	exon	14301481	14301544	7282	NO	63
NC_021684.1	Gnomon	intron	14301545	14302370	7283	NO	825
NC_021684.1	Gnomon	exon	14302371	14302472	7284	NO	101
NC_021684.1	Gnomon	intron	14302473	14312867	7285	NO	10394
NC_021684.1	Gnomon	exon	14312868	14313055	7286	NO	187
NC_021684.1	Gnomon	intron	14313056	14318161	7287	NO	5105
NC_021684.1	Gnomon	exon	14318162	14318298	7288	NO	136
NC_021684.1	Gnomon	intron	14318299	14325555	7289	NO	7256
NC_021684.1	Gnomon	exon	14325556	14325567	7290	NO	11
NC_021684.1	Gnomon	intron	14325568	14329662	7291	NO	4094
NC_021684.1	Gnomon	exon	14329663	14329875	7292	NO	212
NC_021684.1	Gnomon	intron	14329876	14330880	7293	NO	1004
NC_021684.1	Gnomon	exon	14330881	14330989	7294	NO	108
NC_021684.1	Gnomon	intron	14330990	14338935	7295	NO	7945
NC_021684.1	Gnomon	exon	14338936	14339002	7296	NO	66
NC_021684.1	Gnomon	intron	14339003	14340984	7297	NO	1981
NC_021684.1	Gnomon	exon	14340985	14341124	7298	NO	139
NC_021684.1	Gnomon	intron	14341125	14345122	7299	NO	3997
NC_021684.1	Gnomon	exon	14345123	14345234	7300	NO	111
NC_021684.1	Gnomon	intron	14345235	14361277	7301	NO	16042
NC_021684.1	Gnomon	exon	14361278	14361399	7302	NO	121
NC_021684.1	Gnomon	intron	14361400	14363595	7303	NO	2195
NC_021684.1	Gnomon	exon	14363596	14363832	7304	NO	236
NC_021684.1	Gnomon	intron	14363833	14368034	7305	NO	4201
NC_021684.1	Gnomon	exon	14368035	14368115	7306	NO	80
NC_021684.1	Gnomon	intron	14368116	14397491	7307	NO	29375
NC_021684.1	Gnomon	exon	14397492	14397824	7308	NO	332
NC_021684.1	Gnomon	intron	14397825	14402002	7309	NO	4177
NC_021684.1	Gnomon	exon	14402003	14402116	7310	NO	113
NC_021684.1	Gnomon	intron	14402117	14407649	7311	NO	5532
NC_021684.1	Gnomon	exon	14407650	14407694	7312	NO	44
NC_021696.1	Gnomon	non_coding	14407695	14602701	NA	NA	195006
NC_021684.1	Gnomon	exon	14602702	14602898	7314	NO	196
NC_021684.1	Gnomon	intron	14602899	14604701	7315	NO	1802
NC_021684.1	Gnomon	exon	14604702	14604883	7316	NO	181
NC_021684.1	Gnomon	intron	14604884	14619752	7317	NO	14868
NC_021684.1	Gnomon	exon	14619753	14619877	7318	NO	124
NC_021684.1	Gnomon	intron	14619878	14638905	7319	NO	19027
NC_021684.1	Gnomon	exon	14638906	14639104	7320	NO	198
NC_021684.1	Gnomon	intron	14639105	14648265	7321	NO	9160
NC_021684.1	Gnomon	exon	14648266	14648457	7322	NO	191
NC_021684.1	Gnomon	intron	14648458	14649477	7323	NO	1019
NC_021684.1	Gnomon	exon	14649478	14651429	7324	NO	1951
NC_021696.1	Gnomon	non_coding	14651430	14656627	NA	NA	5197
NC_021684.1	Gnomon	exon	14656628	14657286	7326	NO	658
NC_021684.1	Gnomon	intron	14657287	14657963	7327	NO	676
NC_021684.1	Gnomon	exon	14657964	14657998	7328	NO	34
NC_021684.1	Gnomon	intron	14657999	14658740	7329	NO	741
NC_021684.1	Gnomon	exon	14658741	14658880	7330	NO	139
NC_021684.1	Gnomon	intron	14658881	14660511	7331	NO	1630
NC_021684.1	Gnomon	exon	14660512	14660816	7332	NO	304
NC_021696.1	Gnomon	non_coding	14660817	14689178	NA	NA	28361
NC_021684.1	Gnomon	exon	14689179	14689283	7334	NO	104
NC_021684.1	Gnomon	intron	14689284	14692848	7335	NO	3564
NC_021684.1	Gnomon	exon	14692849	14694165	7336	NO	1316
NC_021684.1	Gnomon	intron	14694166	14696178	7337	NO	2012
NC_021684.1	Gnomon	exon	14696179	14696205	7338	NO	26
NC_021696.1	Gnomon	non_coding	14696206	14697854	NA	NA	1648
NC_021684.1	Gnomon	exon	14697855	14698234	7340	NO	379
NC_021684.1	Gnomon	intron	14698235	14699489	7341	NO	1254
NC_021684.1	Gnomon	exon	14699490	14699559	7342	NO	69
NC_021684.1	Gnomon	intron	14699560	14699683	7343	NO	123
NC_021684.1	Gnomon	exon	14699684	14699750	7344	NO	66
NC_021684.1	Gnomon	intron	14699751	14702661	7345	NO	2910
NC_021684.1	Gnomon	exon	14702662	14702719	7346	NO	57
NC_021684.1	Gnomon	intron	14702720	14703692	7347	NO	972
NC_021684.1	Gnomon	exon	14703693	14703779	7348	NO	86
NC_021684.1	Gnomon	intron	14703780	14704118	7349	NO	338
NC_021684.1	Gnomon	exon	14704119	14704246	7350	NO	127
NC_021684.1	Gnomon	intron	14704247	14705115	7351	NO	868
NC_021684.1	Gnomon	exon	14705116	14705260	7352	NO	144
NC_021696.1	Gnomon	non_coding	14705261	14735559	NA	NA	30298
NC_021684.1	Gnomon	exon	14735560	14735623	7354	NO	63
NC_021684.1	Gnomon	intron	14735624	14758421	7355	NO	22797
NC_021684.1	Gnomon	exon	14758422	14758526	7356	NO	104
NC_021684.1	Gnomon	intron	14758527	14783575	7357	NO	25048
NC_021684.1	Gnomon	exon	14783576	14783828	7358	NO	252
NC_021684.1	Gnomon	intron	14783829	14784482	7359	NO	653
NC_021684.1	Gnomon	exon	14784483	14784745	7360	NO	262
NC_021684.1	Gnomon	intron	14784746	14785481	7361	NO	735
NC_021684.1	Gnomon	exon	14785482	14785564	7362	NO	82
NC_021684.1	Gnomon	intron	14785565	14787275	7363	NO	1710
NC_021684.1	Gnomon	exon	14787276	14787541	7364	NO	265
NC_021684.1	Gnomon	intron	14787542	14787969	7365	NO	427
NC_021684.1	Gnomon	exon	14787970	14788168	7366	NO	198
NC_021684.1	Gnomon	intron	14788169	14789043	7367	NO	874
NC_021684.1	Gnomon	exon	14789044	14789165	7368	NO	121
NC_021684.1	Gnomon	intron	14789166	14789439	7369	NO	273
NC_021684.1	Gnomon	exon	14789440	14790382	7370	NO	942
NC_021684.1	Gnomon	intron	14790383	14791512	7371	NO	1129
NC_021684.1	Gnomon	exon	14791513	14792492	7372	NO	979
NC_021696.1	Gnomon	non_coding	14792493	14799547	NA	NA	7054
NC_021684.1	Gnomon	exon	14799548	14799854	7374	NO	306
NC_021684.1	Gnomon	intron	14799855	14799987	7375	NO	132
NC_021684.1	Gnomon	exon	14799988	14800065	7376	NO	77
NC_021684.1	Gnomon	intron	14800066	14801261	7377	NO	1195
NC_021684.1	Gnomon	exon	14801262	14801430	7378	NO	168
NC_021684.1	Gnomon	intron	14801431	14802847	7379	NO	1416
NC_021684.1	Gnomon	exon	14802848	14802956	7380	NO	108
NC_021684.1	Gnomon	intron	14802957	14803064	7381	NO	107
NC_021684.1	Gnomon	exon	14803065	14803284	7382	NO	219
NC_021684.1	Gnomon	intron	14803285	14804304	7383	NO	1019
NC_021684.1	Gnomon	exon	14804305	14804450	7384	NO	145
NC_021684.1	Gnomon	intron	14804451	14804964	7385	NO	513
NC_021684.1	Gnomon	exon	14804965	14805170	7386	NO	205
NC_021684.1	Gnomon	intron	14805171	14806170	7387	NO	999
NC_021684.1	Gnomon	exon	14806171	14806235	7388	NO	64
NC_021684.1	Gnomon	intron	14806236	14806241	7389	NO	5
NC_021684.1	Gnomon	exon	14806242	14806415	7390	NO	173
NC_021696.1	Gnomon	non_coding	14806416	14831905	NA	NA	25489
NC_021684.1	Gnomon	exon	14831906	14833576	7392	NO	1670
NC_021684.1	Gnomon	intron	14833577	14845026	7393	NO	11449
NC_021684.1	Gnomon	exon	14845027	14845890	7394	NO	863
NC_021684.1	Gnomon	intron	14845891	14848201	7395	NO	2310
NC_021684.1	Gnomon	exon	14848202	14848388	7396	NO	186
NC_021684.1	Gnomon	intron	14848389	14850037	7397	NO	1648
NC_021684.1	Gnomon	exon	14850038	14850241	7398	NO	203
NC_021684.1	Gnomon	intron	14850242	14850889	7399	NO	647
NC_021684.1	Gnomon	exon	14850890	14851027	7400	NO	137
NC_021684.1	Gnomon	intron	14851028	14852725	7401	NO	1697
NC_021684.1	Gnomon	exon	14852726	14852839	7402	NO	113
NC_021684.1	Gnomon	intron	14852840	14864264	7403	NO	11424
NC_021684.1	Gnomon	exon	14864265	14864448	7404	NO	183
NC_021684.1	Gnomon	intron	14864449	14874004	7405	NO	9555
NC_021684.1	Gnomon	exon	14874005	14874401	7406	NO	396
NC_021684.1	Gnomon	intron	14874402	14889281	7407	NO	14879
NC_021684.1	Gnomon	exon	14889282	14889353	7408	NO	71
NC_021684.1	Gnomon	intron	14889354	14934694	7409	NO	45340
NC_021684.1	Gnomon	exon	14934695	14934764	7410	NO	69
NC_021696.1	Gnomon	non_coding	14934765	14945976	NA	NA	11211
NC_021684.1	Gnomon	exon	14945977	14948540	7412	NO	2563
NC_021684.1	Gnomon	intron	14948541	14948835	7413	NO	294
NC_021684.1	Gnomon	exon	14948836	14948930	7414	NO	94
NC_021684.1	Gnomon	intron	14948931	14950871	7415	NO	1940
NC_021684.1	Gnomon	exon	14950872	14950976	7416	NO	104
NC_021684.1	Gnomon	intron	14950977	14952455	7417	NO	1478
NC_021684.1	Gnomon	exon	14952456	14952547	7418	NO	91
NC_021684.1	Gnomon	intron	14952548	14954033	7419	NO	1485
NC_021684.1	Gnomon	exon	14954034	14954167	7420	NO	133
NC_021684.1	Gnomon	intron	14954168	14954261	7421	NO	93
NC_021684.1	Gnomon	exon	14954262	14954356	7422	NO	94
NC_021684.1	Gnomon	intron	14954357	14954508	7423	NO	151
NC_021684.1	Gnomon	exon	14954509	14954603	7424	NO	94
NC_021684.1	Gnomon	intron	14954604	14954848	7425	NO	244
NC_021684.1	Gnomon	exon	14954849	14954981	7426	NO	132
NC_021684.1	Gnomon	intron	14954982	14956783	7427	NO	1801
NC_021684.1	Gnomon	exon	14956784	14956978	7428	NO	194
NC_021684.1	Gnomon	intron	14956979	14958470	7429	NO	1491
NC_021684.1	Gnomon	exon	14958471	14958641	7430	NO	170
NC_021684.1	Gnomon	intron	14958642	14963611	7431	NO	4969
NC_021684.1	Gnomon	exon	14963612	14963782	7432	NO	170
NC_021684.1	Gnomon	intron	14963783	14967953	7433	NO	4170
NC_021684.1	Gnomon	exon	14967954	14968121	7434	NO	167
NC_021684.1	Gnomon	intron	14968122	14980559	7435	NO	12437
NC_021684.1	Gnomon	exon	14980560	14980736	7436	NO	176
NC_021684.1	Gnomon	intron	14980737	14982178	7437	NO	1441
NC_021684.1	Gnomon	exon	14982179	14982340	7438	NO	161
NC_021684.1	Gnomon	intron	14982341	14982990	7439	NO	649
NC_021684.1	Gnomon	exon	14982991	14983275	7440	NO	284
NC_021684.1	Gnomon	intron	14983276	14983450	7441	NO	174
NC_021684.1	Gnomon	exon	14983451	14983618	7442	NO	167
NC_021684.1	Gnomon	intron	14983619	14983763	7443	NO	144
NC_021684.1	Gnomon	exon	14983764	14983868	7444	NO	104
NC_021684.1	Gnomon	intron	14983869	14985407	7445	NO	1538
NC_021684.1	Gnomon	exon	14985408	14985527	7446	NO	119
NC_021684.1	Gnomon	intron	14985528	14986446	7447	NO	918
NC_021684.1	Gnomon	exon	14986447	14986611	7448	NO	164
NC_021684.1	Gnomon	intron	14986612	14987706	7449	NO	1094
NC_021684.1	Gnomon	exon	14987707	14987871	7450	NO	164
NC_021684.1	Gnomon	intron	14987872	14989315	7451	NO	1443
NC_021684.1	Gnomon	exon	14989316	14989526	7452	NO	210
NC_021684.1	Gnomon	intron	14989527	14991174	7453	NO	1647
NC_021684.1	Gnomon	exon	14991175	14991301	7454	NO	126
NC_021684.1	Gnomon	intron	14991302	14991867	7455	NO	565
NC_021684.1	Gnomon	exon	14991868	14991997	7456	NO	129
NC_021684.1	Gnomon	intron	14991998	14992105	7457	NO	107
NC_021684.1	Gnomon	exon	14992106	14992272	7458	NO	166
NC_021684.1	Gnomon	intron	14992273	14995636	7459	NO	3363
NC_021684.1	Gnomon	exon	14995637	14995732	7460	NO	95
NC_021684.1	Gnomon	intron	14995733	14995992	7461	NO	259
NC_021684.1	Gnomon	exon	14995993	14996110	7462	NO	117
NC_021684.1	Gnomon	intron	14996111	14997115	7463	NO	1004
NC_021684.1	Gnomon	exon	14997116	14997252	7464	NO	136
NC_021684.1	Gnomon	intron	14997253	14997356	7465	NO	103
NC_021684.1	Gnomon	exon	14997357	14997538	7466	NO	181
NC_021684.1	Gnomon	intron	14997539	15002393	7467	NO	4854
NC_021684.1	Gnomon	exon	15002394	15002539	7468	NO	145
NC_021684.1	Gnomon	intron	15002540	15008002	7469	NO	5462
NC_021684.1	Gnomon	exon	15008003	15008107	7470	NO	104
NC_021684.1	Gnomon	intron	15008108	15008322	7471	NO	214
NC_021684.1	Gnomon	exon	15008323	15008464	7472	NO	141
NC_021684.1	Gnomon	intron	15008465	15009319	7473	NO	854
NC_021684.1	Gnomon	exon	15009320	15009466	7474	NO	146
NC_021684.1	Gnomon	intron	15009467	15011397	7475	NO	1930
NC_021684.1	Gnomon	exon	15011398	15011503	7476	NO	105
NC_021684.1	Gnomon	intron	15011504	15011624	7477	NO	120
NC_021684.1	Gnomon	exon	15011625	15011665	7478	NO	40
NC_021684.1	Gnomon	intron	15011666	15012031	7479	NO	365
NC_021684.1	Gnomon	exon	15012032	15012153	7480	NO	121
NC_021684.1	Gnomon	intron	15012154	15012252	7481	NO	98
NC_021684.1	Gnomon	exon	15012253	15012336	7482	NO	83
NC_021684.1	Gnomon	intron	15012337	15013311	7483	NO	974
NC_021684.1	Gnomon	exon	15013312	15013598	7484	NO	286
NC_021684.1	Gnomon	intron	15013599	15025390	7485	NO	11791
